ID,主要编码,疾病名称,std-cut
I10M21701,M21.701,后天性上臂短缩畸形,"['后天性', '上臂', '短缩', '畸形']"
I10M21702,M21.702,后天性前臂短缩畸形,"['后天性', '前臂', '短缩', '畸形']"
I10M21703,M21.703,后天性股骨短缩畸形,"['后天性', '股骨', '短缩', '畸形']"
I10M21704,M21.704,后天性大腿短缩畸形,"['后天性', '大腿', '短缩', '畸形']"
I10M21705,M21.705,后天性髋短缩畸形,"['后天性', '髋短缩', '畸形']"
I10M21706,M21.706,后天性小腿短缩畸形,"['后天性', '小腿', '短缩', '畸形']"
I10M21800,M21.800,四肢特指后天性变形,"['四肢', '特指', '后天性', '变形']"
I10M21801,M21.801,后天性锁骨畸形,"['后天性', '锁骨', '畸形']"
I10M21802,M21.802,后天性肩胛骨畸形,"['后天性', '肩胛骨', '畸形']"
I10M21803,M21.803,翼状肩胛,"['翼状', '肩胛']"
I10M21804,M21.804,后天性肱骨畸形,"['后天性', '肱骨', '畸形']"
I10M21805,M21.805,后天性股骨畸形,"['后天性', '股骨', '畸形']"
I10M21806,M21.806,后天性胫骨畸形,"['后天性', '胫骨', '畸形']"
I10M21807,M21.807,后天性腓骨畸形,"['后天性', '腓骨', '畸形']"
I10M21808,M21.808,布鲁克病,['布鲁克']
I10M21900,M21.900,后天性四肢畸形,"['后天性', '四肢', '畸形']"
I10M21901,M21.901,后天性上臂畸形,"['后天性', '上臂', '畸形']"
I10M21902,M21.902,后天性尺骨畸形,"['后天性', '尺骨', '畸形']"
I10M21903,M21.903,后天性桡骨畸形,"['后天性', '桡骨', '畸形']"
I10M21904,M21.904,后天性前臂畸形,"['后天性', '前臂', '畸形']"
I10M21905,M21.905,后天性掌骨畸形,"['后天性', '掌骨', '畸形']"
I10M21906,M21.906,后天性髋关节畸形,"['后天性', '髋关节', '畸形']"
I10M21907,M21.907,后天性膝关节畸形,"['后天性', '膝关节', '畸形']"
I10M21908,M21.908,后天性下肢畸形,"['后天性', '下肢', '畸形']"
I10M22000,M22.000,复发性髌骨脱位,"['复发性', '髌骨', '脱位']"
I10M22100,M22.100,复发性髌骨不全脱位,"['复发性', '髌骨', '不全', '脱位']"
I10M22200,M22.200,髌股疾患,"['髌股', '疾患']"
I10M22201,M22.201,髌股关节病,"['髌股', '关节病']"
I10M22300,M22.300,髌骨特指紊乱,"['髌骨', '特指', '紊乱']"
I10M22301,M22.301,髌骨滑脱,"['髌骨', '滑脱']"
I10M22400,M22.400,髌骨软骨软化,"['髌骨', '软骨', '软化']"
I10M22800,M22.800,髌骨特指疾患,"['髌骨', '特指', '疾患']"
I10M22801,M22.801,髌骨外侧过度挤压综合征,"['髌骨', '外侧', '过度', '挤压', '综合征']"
I10M22802,M22.802,髌骨畸形,"['髌骨', '畸形']"
I10M22900,M22.900,髌骨疾患,"['髌骨', '疾患']"
I10M23000,M23.000,囊性半月板,"['囊性', '半月板']"
I10M23001,M23.001,膝半月板囊肿,"['膝', '半月板', '囊肿']"
I10M23100,M23.100,先天性盘状半月板,"['先天性', '盘状', '半月板']"
I10M23200,M23.200,陈旧性撕裂或损伤引起半月板紊乱,"['陈旧性', '撕裂', '或', '损伤', '引起', '半月板', '紊乱']"
I10M23201,M23.201,陈旧性前十字韧带损伤,"['陈旧性', '前', '十字', '韧带', '损伤']"
I10M23202,M23.202,陈旧性内侧半月板前角损伤,"['陈旧性', '内侧', '半月板', '前角', '损伤']"
I10M23203,M23.203,陈旧性后十字韧带损伤,"['陈旧性', '后', '十字', '韧带', '损伤']"
I10M23204,M23.204,陈旧性内侧半月板后角损伤,"['陈旧性', '内侧', '半月板', '后角', '损伤']"
I10M23205,M23.205,陈旧性膝内侧半月板损伤,"['陈旧性', '膝', '内侧', '半月板', '损伤']"
I10M23206,M23.206,陈旧性膝内侧副韧带损伤,"['陈旧性', '膝', '内侧', '副', '韧带', '损伤']"
I10M23207,M23.207,陈旧性膝外侧副韧带损伤,"['陈旧性', '膝', '外侧', '副', '韧带', '损伤']"
I10M23208,M23.208,陈旧性膝外侧半月板前脚损伤,"['陈旧性', '膝', '外侧', '半月板', '前脚', '损伤']"
I10M23209,M23.209,陈旧性膝外侧半月板后脚损伤,"['陈旧性', '膝', '外侧', '半月板', '后脚', '损伤']"
I10M23210,M23.210,陈旧性膝外侧半月板损伤,"['陈旧性', '膝', '外侧', '半月板', '损伤']"
I10M23211,M23.211,陈旧性膝关节囊韧带损伤,"['陈旧性', '膝关节', '囊', '韧带', '损伤']"
I10M23212,M23.212,陈旧性膝半月板断裂,"['陈旧性', '膝', '半月板', '断裂']"
I10M23213,M23.213,陈旧性膝半月板损伤,"['陈旧性', '膝', '半月板', '损伤']"
I10M23214,M23.214,陈旧性膝韧带损伤,"['陈旧性', '膝', '韧带', '损伤']"
I10M23215,M23.215,陈旧性膝内多发性损伤,"['陈旧性', '膝内', '多发性', '损伤']"
I10M23300,M23.300,特指半月板紊乱,"['特指', '半月板', '紊乱']"
I10M23301,M23.301,内侧半月板前脚损伤,"['内侧', '半月板', '前脚', '损伤']"
I10M23302,M23.302,内侧半月板后脚损伤,"['内侧', '半月板', '后脚', '损伤']"
I10M23303,M23.303,内侧半月板损伤,"['内侧', '半月板', '损伤']"
I10M23304,M23.304,外侧半月板前角损伤,"['外侧', '半月板', '前角', '损伤']"
I10M23305,M23.305,外侧半月板后角损伤,"['外侧', '半月板', '后角', '损伤']"
I10M23306,M23.306,外侧半月板损伤,"['外侧', '半月板', '损伤']"
I10M23307,M23.307,半月板变性,"['半月板', '变性']"
I10M23308,M23.308,半月板损伤,"['半月板', '损伤']"
I10M23309,M23.309,半月板运动过度,"['半月板', '运动过度']"
I10M23310,M23.310,遗留的半月板,"['遗留', '半月板']"
I10M23400,M23.400,膝关节游离体,"['膝关节', '游离', '体']"
I10M23500,M23.500,膝慢性不稳定性疾患,"['膝', '慢性', '不稳定性', '疾患']"
I10M23501,M23.501,陈旧性膝韧带破裂,"['陈旧性', '膝', '韧带', '破裂']"
I10M23600,M23.600,膝韧带特指自然破裂,"['膝', '韧带', '特指', '自然', '破裂']"
I10M23601,M23.601,自发性膝韧带破裂,"['自发性', '膝', '韧带', '破裂']"
I10M23800,M23.800,特指膝关节内紊乱,"['特指', '膝关节', '内', '紊乱']"
I10M23801,M23.801,前十字韧带松弛,"['前', '十字', '韧带', '松弛']"
I10M23802,M23.802,后十字韧带松弛,"['后', '十字', '韧带', '松弛']"
I10M23803,M23.803,内侧副韧带松弛,"['内侧', '副', '韧带', '松弛']"
I10M23804,M23.804,外侧副韧带松弛,"['外侧', '副', '韧带', '松弛']"
I10M23805,M23.805,膝关节囊韧带松弛,"['膝关节', '囊', '韧带', '松弛']"
I10M23806,M23.806,膝韧带松弛,"['膝', '韧带', '松弛']"
I10M23807,M23.807,弹响膝,"['弹响', '膝']"
I10M23808,M23.808,膝关节滑膜嵌顿,"['膝关节', '滑膜', '嵌顿']"
I10M23809,M23.809,膝韧带囊肿,"['膝', '韧带', '囊肿']"
I10M23810,M23.810,膝关节锁定,"['膝关节', '锁定']"
I10M23811,M23.811,膝关节粘连,"['膝关节', '粘连']"
I10M23900,M23.900,膝关节内紊乱,"['膝关节', '内', '紊乱']"
I10M24000,M24.000,关节游离体,"['关节', '游离', '体']"
I10M24100,M24.100,特指关节软骨疾患,"['特', '指关节', '软骨', '疾患']"
I10M24101,M24.101,关节软骨变性,"['关节', '软骨', '变性']"
I10M24102,M24.102,陈旧性关节软骨撕裂,"['陈旧性', '关节', '软骨', '撕裂']"
I10M24200,M24.200,韧带疾患,"['韧带', '疾患']"
I10M24201,M24.201,髌韧带粘连,"['髌', '韧带', '粘连']"
I10M24202,M24.202,陈旧性踝外侧副韧带断裂,"['陈旧性', '踝', '外侧', '副', '韧带', '断裂']"
I10M24203,M24.203,项韧带肥厚,"['项', '韧带', '肥厚']"
I10M24204,M24.204,黄韧带肥厚,"['黄', '韧带', '肥厚']"
I10M24205,M24.205,寰枢横韧带松弛,"['寰', '枢横', '韧带', '松弛']"
I10M24206,M24.206,韧带钙化,"['韧带', '钙化']"
I10M24207,M24.207,韧带后天性畸形,"['韧带', '后天性', '畸形']"
I10M24208,M24.208,韧带挛缩,"['韧带', '挛缩']"
I10M24209,M24.209,韧带内囊肿,"['韧带', '内', '囊肿']"
I10M24210,M24.210,韧带松弛,"['韧带', '松弛']"
I10M24300,M24.300,关节病理性脱位和不全脱位,"['关节', '病理性', '脱位', '不全']"
I10M24301,M24.301,自发性寰枢椎脱位,"['自发性', '寰', '枢椎', '脱位']"
I10M24302,M24.302,自发性寰枢椎半脱位,"['自发性', '寰', '枢椎半', '脱位']"
I10M24303,M24.303,髋关节病理性脱位,"['髋关节', '病理性', '脱位']"
I10M24304,M24.304,髋关节病理性不全脱位,"['髋关节', '病理性', '不全', '脱位']"
I10M24305,M24.305,膝关节病理性脱位,"['膝关节', '病理性', '脱位']"
I10M24306,M24.306,膝关节病理性不全脱位,"['膝关节', '病理性', '不全', '脱位']"
I10M24307,M24.307,踝关节病理性脱位,"['踝关节', '病理性', '脱位']"
I10M24308,M24.308,踝关节病理性不全脱位,"['踝关节', '病理性', '不全', '脱位']"
I10M24309,M24.309,足关节病理性脱位,"['足', '关节', '病理性', '脱位']"
I10M24310,M24.310,足关节病理性不全脱位,"['足', '关节', '病理性', '不全', '脱位']"
I10M24311,M24.311,自发性关节脱位,"['自发性', '关节', '脱位']"
I10M24400,M24.400,关节复发性脱位和不全脱位,"['关节', '复发性', '脱位', '不全']"
I10M24401,M24.401,复发性肩关节脱位,"['复发性', '肩关节', '脱位']"
I10M24402,M24.402,复发性肩关节不全脱位,"['复发性', '肩关节', '不全', '脱位']"
I10M24403,M24.403,复发性肘关节脱位,"['复发性', '肘关节', '脱位']"
I10M24404,M24.404,复发性肘关节不全脱位,"['复发性', '肘关节', '不全', '脱位']"
I10M24405,M24.405,复发性腕关节脱位,"['复发性', '腕关节', '脱位']"
I10M24406,M24.406,复发性腕关节不全脱位,"['复发性', '腕关节', '不全', '脱位']"
I10M24407,M24.407,复发性手骨间关节脱位,"['复发性', '手骨', '间', '关节', '脱位']"
I10M24408,M24.408,复发性手骨间关节不全脱位,"['复发性', '手骨', '间', '关节', '不全', '脱位']"
I10M24409,M24.409,复发性髋关节脱位,"['复发性', '髋关节', '脱位']"
I10M24410,M24.410,复发性髋关节不全脱位,"['复发性', '髋关节', '不全', '脱位']"
I10M24411,M24.411,复发性膝关节脱位,"['复发性', '膝关节', '脱位']"
I10M24412,M24.412,复发性膝关节不全脱位,"['复发性', '膝关节', '不全', '脱位']"
I10M24413,M24.413,复发性半月板紊乱,"['复发性', '半月板', '紊乱']"
I10M24414,M24.414,复发性踝关节脱位,"['复发性', '踝关节', '脱位']"
I10M24415,M24.415,复发性踝关节不全脱位,"['复发性', '踝关节', '不全', '脱位']"
I10M24416,M24.416,关节习惯性脱位,"['关节', '习惯性', '脱位']"
I10M24417,M24.417,关节习惯性不全脱位,"['关节', '习惯性', '不全', '脱位']"
I10M24500,M24.500,关节挛缩,"['关节', '挛缩']"
I10M24501,M24.501,髋关节屈曲挛缩,"['髋关节', '屈曲', '挛缩']"
I10M24502,M24.502,膝关节挛缩,"['膝关节', '挛缩']"
I10M24503,M24.503,踝关节挛缩,"['踝关节', '挛缩']"
I10M24600,M24.600,关节强硬,"['关节', '强硬']"
I10M24601,M24.601,多发性关节强硬,"['多发性', '关节', '强硬']"
I10M24602,M24.602,肩关节强硬,"['肩关节', '强硬']"
I10M24603,M24.603,肘关节强硬,"['肘关节', '强硬']"
I10M24604,M24.604,腕关节强硬,"['腕关节', '强硬']"
I10M24605,M24.605,手骨间关节强硬,"['手骨', '间', '关节', '强硬']"
I10M24606,M24.606,髋关节强硬,"['髋关节', '强硬']"
I10M24607,M24.607,膝关节强硬,"['膝关节', '强硬']"
I10M24608,M24.608,踝关节强硬,"['踝关节', '强硬']"
I10M24609,M24.609,关节骨性强硬,"['关节', '骨性', '强硬']"
I10M24610,M24.610,关节纤维变性,"['关节', '纤维', '变性']"
I10M24700,M24.700,髋臼前突,"['髋臼', '前突']"
I10M24701,M24.701,髋关节内陷,"['髋关节', '内陷']"
I10M24800,M24.800,特指关节紊乱,"['特', '指关节', '紊乱']"
I10M24801,M24.801,陈旧性肩关节脱位,"['陈旧性', '肩关节', '脱位']"
I10M24802,M24.802,肩关节粘连,"['肩关节', '粘连']"
I10M24803,M24.803,陈旧性肘关节脱位,"['陈旧性', '肘关节', '脱位']"
I10M24804,M24.804,肘关节粘连,"['肘关节', '粘连']"
I10M24805,M24.805,陈旧性腕关节脱位,"['陈旧性', '腕关节', '脱位']"
I10M24806,M24.806,陈旧性手骨间关节脱位,"['陈旧性', '手骨', '间', '关节', '脱位']"
I10M24807,M24.807,陈旧性髋关节脱位,"['陈旧性', '髋关节', '脱位']"
I10M24808,M24.808,陈旧性膝关节脱位,"['陈旧性', '膝关节', '脱位']"
I10M24810,M24.810,陈旧性踝关节脱位,"['陈旧性', '踝关节', '脱位']"
I10M24811,M24.811,关节粘连,"['关节', '粘连']"
I10M24812,M24.812,尺骨撞击综合征,"['尺骨', '撞击', '综合征']"
I10M24900,M24.900,关节紊乱,"['关节', '紊乱']"
I10M24901,M24.901,肩关节紊乱,"['肩关节', '紊乱']"
I10M24902,M24.902,肘关节紊乱,"['肘关节', '紊乱']"
I10M24903,M24.903,腕关节紊乱,"['腕关节', '紊乱']"
I10M24904,M24.904,手骨间关节紊乱,"['手骨', '间', '关节', '紊乱']"
I10M24905,M24.905,髋关节紊乱,"['髋关节', '紊乱']"
I10M24906,M24.906,踝关节紊乱,"['踝关节', '紊乱']"
I10M24907,M24.907,腰椎关节滑膜嵌顿,"['腰椎', '关节', '滑膜', '嵌顿']"
I10M24908,M24.908,腰椎小关节紊乱,"['腰椎', '小', '关节', '紊乱']"
I10M25000,M25.000,关节积血,"['关节', '积血']"
I10M25001,M25.001,肩关节积血,"['肩关节', '积血']"
I10M25002,M25.002,肘关节积血,"['肘关节', '积血']"
I10M25003,M25.003,腕关节积血,"['腕关节', '积血']"
I10M25004,M25.004,手骨间关节积血,"['手骨', '间', '关节', '积血']"
I10M25005,M25.005,髋关节积血,"['髋关节', '积血']"
I10M25006,M25.006,膝关节积血,"['膝关节', '积血']"
I10M25007,M25.007,踝关节积血,"['踝关节', '积血']"
I10M25100,M25.100,关节瘘,"['关节', '瘘']"
I10M25200,M25.200,连枷状关节,"['连枷', '状', '关节']"
I10M25201,M25.201,关节松驰,"['关节', '松驰']"
I10M25300,M25.300,特指关节不稳定,"['特', '指关节', '不', '稳定']"
I10M25301,M25.301,关节不稳定,"['关节', '不', '稳定']"
I10M25400,M25.400,关节渗出,"['关节', '渗出']"
I10M25401,M25.401,肩关节积液,"['肩关节', '积液']"
I10M25402,M25.402,肩关节肿胀,"['肩关节', '肿胀']"
I10M25403,M25.403,肘关节积液,"['肘关节', '积液']"
I10M25404,M25.404,肘关节肿胀,"['肘关节', '肿胀']"
I10M25405,M25.405,腕关节积液,"['腕关节', '积液']"
I10M25406,M25.406,腕关节肿胀,"['腕关节', '肿胀']"
I10M25407,M25.407,手骨间关节积液,"['手骨', '间', '关节', '积液']"
I10M25408,M25.408,手骨间关节肿胀,"['手骨', '间', '关节', '肿胀']"
I10M25409,M25.409,髋关节积液,"['髋关节', '积液']"
I10M25410,M25.410,髋关节肿胀,"['髋关节', '肿胀']"
I10M25411,M25.411,膝关节积液,"['膝关节', '积液']"
I10M25412,M25.412,膝关节肿胀,"['膝关节', '肿胀']"
I10M25413,M25.413,踝关节积液,"['踝关节', '积液']"
I10M25414,M25.414,踝关节肿胀,"['踝关节', '肿胀']"
I10M25415,M25.415,关节积液,"['关节', '积液']"
I10M25416,M25.416,关节肿胀,"['关节', '肿胀']"
I10M25500,M25.500,关节痛,['关节痛']
I10M25501,M25.501,肩关节痛,"['肩关节', '痛']"
I10M25502,M25.502,肘关节痛,"['肘关节', '痛']"
I10M25503,M25.503,腕关节痛,"['腕', '关节痛']"
I10M25504,M25.504,手骨间关节痛,"['手骨', '间', '关节痛']"
I10M25505,M25.505,髋关节痛,"['髋关节', '痛']"
I10M25506,M25.506,膝关节痛,"['膝关节', '痛']"
I10M25507,M25.507,踝关节痛,"['踝关节', '痛']"
I10M25600,M25.600,关节僵硬,"['关节', '僵硬']"
I10M25601,M25.601,肢体僵硬,"['肢体', '僵硬']"
I10M25602,M25.602,肩关节僵硬,"['肩关节', '僵硬']"
I10M25603,M25.603,肘关节僵硬,"['肘关节', '僵硬']"
I10M25604,M25.604,腕关节僵硬,"['腕关节', '僵硬']"
I10M25605,M25.605,指关节僵硬,"['指关节', '僵硬']"
I10M25606,M25.606,髋关节僵硬,"['髋关节', '僵硬']"
I10M25607,M25.607,膝关节僵硬,"['膝关节', '僵硬']"
I10M25608,M25.608,踝关节僵硬,"['踝关节', '僵硬']"
I10M25700,M25.700,骨赘,['骨赘']
I10M25800,M25.800,特指部位关节疾患,"['特指', '部位', '关节', '疾患']"
I10M25801,M25.801,多部位关节钙化,"['多', '部位', '关节', '钙化']"
I10M25802,M25.802,肩关节钙化,"['肩关节', '钙化']"
I10M25803,M25.803,肩关节囊肿,"['肩关节', '囊肿']"
I10M25804,M25.804,肘关节囊肿,"['肘关节', '囊肿']"
I10M25805,M25.805,腕关节囊肿,"['腕关节', '囊肿']"
I10M25807,M25.807,髋关节囊肿,"['髋关节', '囊肿']"
I10M25808,M25.808,膝关节囊肿,"['膝关节', '囊肿']"
I10M25809,M25.809,踝关节囊肿,"['踝关节', '囊肿']"
I10M25810,M25.810,关节周围异位骨化,"['关节', '周围', '异位', '骨化']"
I10M25900,M25.900,关节疾患,"['关节', '疾患']"
I10M25901,M25.901,关节肿物,"['关节', '肿物']"
I10M30000,M30.000,结节性多动脉炎,"['结节性', '多', '动脉炎']"
I10M30001,M30.001+,结节性多动脉炎性肌病,"['结节性', '多', '动脉炎', '性肌病']"
I10M30002,M30.002+,结节性多动脉炎性多神经病,"['结节性', '多', '动脉炎', '性多', '神经病']"
I10M30003,M30.003+,结节性多动脉炎性周围神经病,"['结节性', '多', '动脉炎', '周围', '神经病']"
I10M30004,M30.004,多脉管炎,"['多', '脉管炎']"
I10M30100,M30.100,多动脉炎伴有肺受累,"['多', '动脉炎', '伴有', '肺', '受累']"
I10M30101,M30.101,变应性肉芽肿性血管炎,"['变应性', '肉芽肿', '血管炎']"
I10M30200,M30.200,幼年型多动脉炎,"['幼年', '型', '多', '动脉炎']"
I10M30300,M30.300,粘膜皮肤淋巴结综合征[川崎病],"['粘膜', '皮肤', '淋巴结', '综合征', '川崎']"
I10M30301,M30.301,IVIG无应答型川崎病,"['IVIG', '无应答', '型', '川崎']"
I10M30800,M30.800,结节性多动脉炎特指情况,"['结节性', '多', '动脉炎', '特指', '情况']"
I10M30801,M30.801,多脉管炎重叠综合征,"['多', '脉管炎', '重叠', '综合征']"
I10M31000,M31.000,过敏性血管炎,"['过敏性', '血管炎']"
I10M31001,M31.001,古德帕斯丘综合征,"['古德', '帕斯', '丘', '综合征']"
I10M31002,M31.002+,抗肾小球基底膜抗体病,"['抗', '肾小球', '基底膜', '抗体']"
I10M31003,M31.003+,肺出血肾炎综合征相关肾小球肾炎,"['肺出血', '肾炎', '综合征', '相关', '肾小球']"
I10M31100,M31.100,血栓性微血管病,"['血栓性', '微血管']"
I10M31101,M31.101,血栓性血小板减少性紫癜,"['血栓性', '血小板', '减少', '紫癜']"
I10M31102,M31.102+,血栓性血小板减少性紫癜相关肾小球肾炎,"['血栓性', '血小板', '减少', '紫癜', '相关', '肾小球', '肾炎']"
I10M31200,M31.200,致命性中线肉芽肿,"['致命性', '中线', '肉芽肿']"
I10M31201,M31.201,坏死性肉芽肿,"['坏死性', '肉芽肿']"
I10M31300,M31.300,韦格纳肉芽肿病,"['韦格纳', '肉芽肿']"
I10M31301,M31.301,口腔粘膜韦格纳肉芽肿,"['口腔粘膜', '韦格纳', '肉芽肿']"
I10M31302,M31.302+,韦格纳肉芽肿病累及肺,"['韦格纳', '肉芽肿', '累及', '肺']"
I10M31303,M31.303+,韦格纳肉芽肿病相关肾小球肾炎,"['韦格纳', '肉芽肿', '相关', '肾小球', '肾炎']"
I10M31400,M31.400,主动脉弓综合征,"['主动脉弓', '综合征']"
I10M31401,M31.401,多发性大动脉炎,"['多发性', '大动脉炎']"
I10M31402,M31.402,大动脉炎,['大动脉炎']
I10M31500,M31.500,巨细胞动脉炎伴风湿性多肌痛,"['巨细胞', '动脉炎', '伴', '风湿性', '多肌痛']"
I10M31600,M31.600,巨细胞动脉炎,"['巨细胞', '动脉炎']"
I10M31700,M31.700,显微镜下多血管炎,"['显微镜', '下多', '血管炎']"
I10M31701,M31.701+,ANCA相关性肾炎,"['ANCA', '相关性', '肾炎']"
I10M31702,M31.702+,显微镜下多血管炎性周围神经病,"['显微镜', '下多', '血管炎', '周围', '神经病']"
I10M31703,M31.703+,血管炎性肾小球肾炎,"['血管炎', '肾小球', '肾炎']"
I10M31800,M31.800,特指坏死性血管病,"['特指', '坏死性', '血管病']"
I10M31801,M31.801,HCV感染相关血管炎,"['HCV', '感染', '相关', '血管炎']"
I10M31802,M31.802,ANCA相关性血管炎,"['ANCA', '相关性', '血管炎']"
I10M31803,M31.803,低补体血症血管炎,"['低', '补体', '血症', '血管炎']"
I10M31900,M31.900,坏死性血管炎,"['坏死性', '血管炎']"
I10M32000,M32.000,药物性系统性红斑狼疮,"['药物性', '系统性', '红斑狼疮']"
I10M32100,M32.100+,系统性红斑狼疮，累及器官或系统,"['系统性', '红斑狼疮', '累及', '器官', '或', '系统']"
I10M32101,M32.101+,狼疮性肾炎,"['狼疮性', '肾炎']"
I10M32102,M32.102+,狼疮性肾小管间质肾炎,"['狼疮性', '肾小管', '间质', '肾炎']"
I10M32103,M32.103+,狼疮性肺炎,"['狼疮性', '肺炎']"
I10M32104,M32.104+,狼疮性心肌病,"['狼疮性', '心肌病']"
I10M32105,M32.105+,狼疮性心包炎,"['狼疮性', '心包炎']"
I10M32106,M32.106+,狼疮性周围神经病,"['狼疮性', '周围', '神经病']"
I10M32107,M32.107+,狼疮性脊髓病变,"['狼疮性', '脊髓', '病变']"
I10M32108,M32.108+,狼疮性肝损害,"['狼疮性', '肝', '损害']"
I10M32109,M32.109+,利布曼-萨克斯病,"['利布曼', '萨克斯']"
I10M32110,M32.110+,狼疮性肌病,"['狼疮性', '肌病']"
I10M32111,M32.111+,狼疮性血液系统损害,"['狼疮性', '血液', '系统', '损害']"
I10M32112,M32.112+,狼疮性胃肠道损害,"['狼疮性', '胃肠道', '损害']"
I10M32113,M32.113+,狼疮性视网膜病变,"['狼疮性', '视网膜', '病变']"
I10M32114,M32.114+,狼疮性脑病,"['狼疮性', '脑病']"
I10M32115,M32.115,狼疮性桨膜炎,"['狼疮性', '桨', '膜炎']"
I10M32800,M32.800,特指形式系统性红斑狼疮,"['特指', '形式', '系统性', '红斑狼疮']"
I10M32900,M32.900,系统性红斑狼疮,"['系统性', '红斑狼疮']"
I10M32901,M32.901,隐匿性系统性红斑狼疮,"['隐匿性', '系统性', '红斑狼疮']"
I10M33000,M33.000,幼年型皮肌炎,"['幼年', '型', '皮肌炎']"
I10M33001,M33.001+,幼年型皮肌炎累及肺,"['幼年', '型', '皮肌炎', '累及', '肺']"
I10M33100,M33.100,特指皮肌炎,"['特指', '皮肌炎']"
I10M33101,M33.101,皮肌炎,['皮肌炎']
I10M33102,M33.102,皮肌炎性周围神经病,"['皮肌炎', '周围', '神经病']"
I10M33103,M33.103+,皮肌炎性肺间质纤维化,"['皮肌炎', '性肺', '间质', '纤维化']"
I10M33104,M33.104,无肌病性皮肌炎,"['无肌', '病性', '皮肌炎']"
I10M33105,M33.105,异色皮肌炎,"['异色', '皮肌炎']"
I10M33200,M33.200,多肌炎,['多肌炎']
I10M33201,M33.201+,多肌炎伴肺间质纤维化,"['多', '肌炎伴', '肺', '间质', '纤维化']"
I10M33900,M33.900,皮多肌炎,"['皮多', '肌炎']"
I10M33901,M33.901+,皮多肌炎累及肺,"['皮多', '肌炎', '累及', '肺']"
I10M34000,M34.000,进行性全身性硬皮病,"['进行性', '全身性', '硬皮病']"
I10M34001,M34.001,进行性系统性硬化症,"['进行性', '系统性', '硬化症']"
I10M34100,M34.100,全身性钙质沉着综合征,"['全身性', '钙质', '沉着', '综合征']"
I10M34200,M34.200,药物和化学物质诱发全身性硬皮病,"['药物', '化学物质', '诱发', '全身性', '硬皮病']"
I10M34800,M34.800,特指形式全身性硬皮病,"['特指', '形式', '全身性', '硬皮病']"
I10M34801,M34.801+,硬皮病性肺间质纤维化,"['硬皮病', '性肺', '间质', '纤维化']"
I10M34802,M34.802,布施克硬肿病,"['布施', '克硬', '肿病']"
I10M34803,M34.803,蒂比耶日-魏森巴赫综合征,"['蒂', '比耶日', '魏森', '巴赫', '综合征']"
I10M34804,M34.804+,全身性硬化性肌病,"['全身性', '硬化性', '肌病']"
I10M34805,M34.805,肢端硬肿病,"['肢端', '硬', '肿病']"
I10M34900,M34.900,全身性硬皮病,"['全身性', '硬皮病']"
I10M35000,M35.000,干燥综合征,"['干燥', '综合征']"
I10M35001,M35.001,继发性干燥综合征,"['继发性', '干燥', '综合征']"
I10M35002,M35.002+,干燥综合征伴肺间质纤维化,"['干燥', '综合征', '伴肺', '间质', '纤维化']"
I10M35003,M35.003+,干燥综合征性肝损害,"['干燥', '综合征', '性肝', '损害']"
I10M35004,M35.004+,干燥综合征性肌病,"['干燥', '综合征', '性肌病']"
I10M35005,M35.005+,干燥综合征性角膜结膜炎,"['干燥', '综合征', '角膜', '结膜炎']"
I10M35006,M35.006+,干燥综合征性肾小管间质肾炎,"['干燥', '综合征', '肾小管', '间质', '肾炎']"
I10M35007,M35.007+,干燥综合征性肾盂肾炎,"['干燥', '综合征', '肾盂肾炎']"
I10M35008,M35.008+,干燥综合征性中枢神经损害,"['干燥', '综合征', '中枢神经', '损害']"
I10M35009,M35.009+,干燥综合征性周围神经病,"['干燥', '综合征', '周围', '神经病']"
I10M35100,M35.100,重叠综合征,"['重叠', '综合征']"
I10M35101,M35.101,混合性结缔组织病,"['混合性', '结缔组织']"
I10M35200,M35.200,贝赫切特综合征,"['贝赫切', '特', '综合征']"
I10M35201,M35.201,贝赫切特病性关节炎,"['贝赫切', '特病性', '关节炎']"
I10M35202,M35.202+,贝赫切特病性外阴溃疡,"['贝赫切', '特病性', '外阴', '溃疡']"
I10M35203,M35.203,神经贝赫切特病,"['神经', '贝赫切', '特病']"
I10M35300,M35.300,风湿性多肌痛,"['风湿性', '多肌痛']"
I10M35400,M35.400,弥漫性嗜酸性筋膜炎,"['弥漫性', '嗜', '酸性', '筋', '膜炎']"
I10M35500,M35.500,多病灶性纤维硬化病,"['多', '病灶', '纤维', '硬化']"
I10M35600,M35.600,复发性脂膜炎,"['复发性', '脂', '膜炎']"
I10M35601,M35.601,肠系膜脂肪炎,"['肠系膜', '脂肪', '炎']"
I10M35700,M35.700,过度活动综合征,"['过度', '活动', '综合征']"
I10M35701,M35.701,家族性韧带松弛,"['家族', '韧带', '松弛']"
I10M35800,M35.800,结缔组织特指系统性受累,"['结缔组织', '特指', '系统性', '受累']"
I10M35801,M35.801,嗜酸性粒细胞增多-肌痛综合征,"['嗜', '酸性', '粒细胞', '增多', '肌痛', '综合征']"
I10M35802,M35.802,近端指间关节周围胶原沉积症,"['近端', '指间', '关节', '周围', '胶原', '沉积']"
I10M35900,M35.900,结缔组织的系统性受累,"['结缔组织', '系统性', '受累']"
I10M35901,M35.901,结缔组织病,['结缔组织']
I10M35902,M35.902,胶原病,['胶原病']
I10M35903,M35.903+,胶原血管性多神经病,"['胶原', '血管性', '多', '神经病']"
